abn,entity_name,entity_type,entity_status,entity_address,entity_postcode,entity_state,entity_start_date,acn,trading_names
63374520433,Cairns Agriculture Corp,LTD,Deregistered,"378 Taylor Ct, Melbourne",2979,NT,1994-05-26,579546490,Cairns Agriculture Trading
40936433515,Geelong Automotive Corp,PART,Active,"669 Wilson Dr, Perth",6906,ACT,2023-10-14,500069594,Geelong Automotive Trading
41297556567,Wollongong Steel Works Pty Ltd,PTY,Deregistered,"450 Jones Ave, Adelaide",3473,NT,2013-09-13,669423354,
14151977514,Wollongong Steel Works Corp,IND,Active,"429 Taylor Ct, Brisbane",9810,NSW,2021-09-10,866631976,
20199691393,Sydney Manufacturing Co Group,CORP,Cancelled,"459 Brown Rd, Canberra",7861,NT,2021-06-06,301204099,
88939012538,Darwin Transport Co Corp,COOP,Deregistered,"146 Smith St, Sydney",7071,NT,2011-12-21,694996336,
92130946945,Geelong Automotive Ltd,PTY,Cancelled,"670 Jones Ave, Perth",9711,VIC,2009-11-01,338319230,Geelong Automotive Trading
35105106421,Gold Coast Tourism Pty Ltd,CORP,Active,"870 Wilson Dr, Sydney",3638,VIC,2007-04-27,663729180,Gold Coast Tourism Trading
24639330049,Townsville Marine Services Pty Ltd,PART,Active,"593 Taylor Ct, Canberra",4195,TAS,1998-07-04,362601887,
66502520077,Brisbane Software Systems Ltd,TRUST,Active,"815 Wilson Dr, Adelaide",2032,SA,2020-08-08,718918185,Brisbane Software Systems Trading
66563539435,Gold Coast Tourism Ltd,TRUST,Active,"392 Taylor Ct, Adelaide",1342,QLD,2012-02-06,559220948,
61838316377,Cairns Agriculture Corp,CORP,Cancelled,"252 Wilson Dr, Brisbane",7205,QLD,2014-10-24,556913744,
88212977254,Wollongong Steel Works Corp,LTD,Active,"81 Brown Rd, Brisbane",8916,VIC,2006-10-24,116412751,Wollongong Steel Works Trading
54364055364,Brisbane Software Systems Corp,PART,Cancelled,"593 Jones Ave, Canberra",6457,NSW,2021-07-18,968152027,
52132370429,Townsville Marine Services Group,TRUST,Deregistered,"509 Taylor Ct, Perth",2688,WA,2009-11-18,595739586,
58472456635,Adelaide Healthcare Group,TRUST,Deregistered,"749 Brown Rd, Sydney",9355,VIC,1990-09-28,823362560,
70613531019,Launceston Timber Corp,PART,Active,"398 Wilson Dr, Canberra",9854,NT,2019-04-26,222790011,
19875849450,Sydney Manufacturing Co Corp,COOP,Cancelled,"359 Smith St, Adelaide",5607,QLD,2020-04-24,509041082,
87649870131,Hobart Fisheries Group,PTY,Deregistered,"115 Wilson Dr, Perth",1470,TAS,2019-02-26,488179799,
24440712148,Ballarat Mining Ltd,IND,Active,"151 Taylor Ct, Perth",4901,NT,2003-07-03,184827219,
41567264628,Darwin Transport Co Group,LTD,Active,"258 Smith St, Brisbane",3997,VIC,2008-08-25,432296766,
83388533636,Canberra Education Services Ltd,LTD,Active,"778 Taylor Ct, Perth",4149,WA,2018-10-17,356564949,
71992135656,Perth Mining Services Corp,CORP,Cancelled,"748 Taylor Ct, Perth",5929,SA,2015-11-08,409637649,
13652706951,Darwin Transport Co Pty Ltd,COOP,Active,"324 Smith St, Adelaide",2096,NSW,2023-04-08,142352323,Darwin Transport Co Trading
57971967253,Wollongong Steel Works Ltd,PTY,Deregistered,"983 Taylor Ct, Perth",4922,NT,2003-02-26,932563688,Wollongong Steel Works Trading
25165312057,Melbourne Consulting Group Ltd,PART,Cancelled,"140 Brown Rd, Perth",6704,NT,2018-11-18,765753258,
64620870740,Sydney Manufacturing Co Pty Ltd,PTY,Active,"693 Taylor Ct, Sydney",8297,NSW,2012-06-16,311810483,Sydney Manufacturing Co Trading
63796742082,Launceston Timber Corp,IND,Active,"743 Taylor Ct, Adelaide",7710,VIC,2007-01-08,622585945,
71289090636,Canberra Education Services Ltd,PTY,Deregistered,"608 Brown Rd, Perth",6922,NSW,2003-06-11,730582939,
69615496628,Canberra Education Services Corp,CORP,Deregistered,"37 Jones Ave, Perth",1436,TAS,1990-11-26,910532089,Canberra Education Services Trading
83864790055,Tech Solutions Australia Corp,PART,Cancelled,"191 Taylor Ct, Sydney",6240,WA,2014-09-01,490145285,
13825097144,Townsville Marine Services Group,TRUST,Cancelled,"611 Smith St, Melbourne",1614,NSW,2014-05-14,149270748,
56124491239,Adelaide Healthcare Ltd,CORP,Active,"92 Brown Rd, Perth",1050,ACT,1999-05-13,124443108,
33390187298,Ballarat Mining Corp,COOP,Cancelled,"303 Smith St, Melbourne",4251,NT,2021-01-25,280382846,Ballarat Mining Trading
17341932409,Launceston Timber Pty Ltd,LTD,Cancelled,"127 Brown Rd, Perth",2536,VIC,2023-08-21,556780880,Launceston Timber Trading
92702124181,Rockhampton Resources Pty Ltd,COOP,Deregistered,"345 Taylor Ct, Perth",6573,VIC,1999-06-05,630478143,
24933213147,Rockhampton Resources Ltd,TRUST,Cancelled,"616 Jones Ave, Adelaide",6583,TAS,1996-02-14,439821073,
16288415546,Melbourne Consulting Group Pty Ltd,IND,Cancelled,"224 Smith St, Brisbane",1779,WA,2002-04-26,559550426,Melbourne Consulting Group Trading
44827880716,Darwin Transport Co Group,TRUST,Cancelled,"112 Wilson Dr, Perth",3751,TAS,1991-03-06,876927995,Darwin Transport Co Trading
64916772269,Geelong Automotive Corp,COOP,Deregistered,"917 Smith St, Brisbane",6802,NT,2006-08-03,495919466,Geelong Automotive Trading
25588176427,Perth Mining Services Ltd,LTD,Active,"81 Wilson Dr, Melbourne",3008,NT,1997-05-26,206634591,
80748731899,Wollongong Steel Works Corp,COOP,Active,"838 Wilson Dr, Perth",1948,SA,2011-10-05,580966618,
94991663914,Canberra Education Services Pty Ltd,PTY,Active,"252 Brown Rd, Adelaide",9835,QLD,2009-02-24,495836697,
93581122812,Sydney Manufacturing Co Pty Ltd,PTY,Active,"484 Jones Ave, Melbourne",4146,NT,1996-08-09,442833503,
11398640815,Rockhampton Resources Pty Ltd,PART,Deregistered,"589 Jones Ave, Canberra",3641,SA,1997-07-06,880921857,
64711889777,Newcastle Construction Group,PTY,Cancelled,"795 Jones Ave, Adelaide",5503,QLD,2019-01-02,624303422,
43283332908,Cairns Agriculture Ltd,PTY,Active,"704 Smith St, Sydney",8036,ACT,2009-11-16,443682874,
40595796442,Launceston Timber Group,COOP,Cancelled,"584 Taylor Ct, Perth",6246,ACT,1990-10-02,955340620,
59258291880,Rockhampton Resources Ltd,COOP,Cancelled,"802 Wilson Dr, Melbourne",8967,ACT,1990-08-27,479303813,
57377824973,Geelong Automotive Corp,COOP,Cancelled,"223 Wilson Dr, Brisbane",6430,VIC,2009-09-26,116424951,
57830030374,Darwin Transport Co Corp,IND,Active,"19 Brown Rd, Melbourne",1690,NSW,2016-08-27,775039829,Darwin Transport Co Trading
71165101641,Melbourne Consulting Group Pty Ltd,TRUST,Cancelled,"618 Brown Rd, Perth",5455,NT,2001-08-04,745282850,
17200413782,Townsville Marine Services Group,PART,Active,"876 Taylor Ct, Adelaide",1774,ACT,2011-01-11,189498286,
66662337193,Bendigo Financial Services Pty Ltd,CORP,Active,"132 Smith St, Sydney",1920,NSW,1992-11-17,254958820,Bendigo Financial Services Trading
85920811420,Gold Coast Tourism Group,PTY,Cancelled,"185 Smith St, Melbourne",7287,NT,2010-03-24,156615428,Gold Coast Tourism Trading
85906531182,Bendigo Financial Services Corp,CORP,Active,"599 Brown Rd, Adelaide",4877,SA,1999-07-14,371110939,
75883565581,Bendigo Financial Services Ltd,PTY,Deregistered,"886 Brown Rd, Brisbane",4986,SA,2013-07-02,103555001,
17914630710,Rockhampton Resources Corp,TRUST,Deregistered,"534 Smith St, Adelaide",3902,VIC,2023-01-23,576709420,
93465801481,Canberra Education Services Pty Ltd,IND,Deregistered,"288 Jones Ave, Adelaide",3794,TAS,1990-07-24,155005949,Canberra Education Services Trading
25609046292,Melbourne Consulting Group Ltd,TRUST,Cancelled,"471 Smith St, Brisbane",4026,QLD,1998-11-26,847135848,
23501259138,Launceston Timber Pty Ltd,LTD,Deregistered,"362 Taylor Ct, Melbourne",4972,VIC,1995-09-15,715336412,Launceston Timber Trading
31749990956,Hobart Fisheries Corp,PART,Deregistered,"338 Taylor Ct, Perth",8354,NSW,2013-10-07,461818594,
82209367330,Newcastle Construction Group,PTY,Cancelled,"810 Smith St, Sydney",6654,NSW,2023-11-23,608641880,Newcastle Construction Trading
40950299741,Newcastle Construction Group,PTY,Active,"738 Smith St, Sydney",9881,QLD,1996-04-16,818071441,Newcastle Construction Trading
73823025122,Gold Coast Tourism Corp,CORP,Active,"895 Brown Rd, Adelaide",8924,SA,2015-12-20,101514327,
38628601287,Adelaide Healthcare Corp,CORP,Deregistered,"276 Smith St, Perth",1104,NT,2010-04-27,148841784,
75561996118,Gold Coast Tourism Ltd,TRUST,Active,"480 Wilson Dr, Canberra",5746,SA,1990-11-08,415115897,
75876679229,Wollongong Steel Works Ltd,LTD,Deregistered,"595 Brown Rd, Brisbane",3385,NT,1993-03-05,604553053,Wollongong Steel Works Trading
46188405182,Gold Coast Tourism Pty Ltd,LTD,Active,"694 Smith St, Brisbane",6721,QLD,2009-11-22,498648559,
20748039749,Bendigo Financial Services Corp,CORP,Active,"471 Smith St, Sydney",2946,ACT,2023-07-22,171821139,Bendigo Financial Services Trading
42300110457,Launceston Timber Corp,CORP,Active,"848 Wilson Dr, Perth",8232,TAS,2001-08-22,771423831,Launceston Timber Trading
13661303084,Gold Coast Tourism Ltd,LTD,Active,"535 Taylor Ct, Sydney",4748,NT,1997-04-23,498895713,Gold Coast Tourism Trading
46863925481,Melbourne Consulting Group Pty Ltd,COOP,Active,"479 Wilson Dr, Adelaide",2735,NT,2019-07-17,969501332,
86767711025,Perth Mining Services Group,IND,Cancelled,"266 Brown Rd, Brisbane",1470,NSW,2019-08-08,354977032,Perth Mining Services Trading
36634771069,Hobart Fisheries Group,TRUST,Active,"137 Wilson Dr, Canberra",4723,VIC,2012-08-06,244350317,
42518683336,Adelaide Healthcare Corp,PTY,Deregistered,"92 Wilson Dr, Melbourne",3691,NSW,2024-03-26,386419298,
75710252338,Ballarat Mining Pty Ltd,PTY,Deregistered,"555 Smith St, Brisbane",7647,SA,1996-08-26,921305964,
76184741778,Perth Mining Services Pty Ltd,COOP,Active,"452 Jones Ave, Perth",1492,ACT,2020-04-20,416922248,Perth Mining Services Trading
48889480619,Hobart Fisheries Pty Ltd,COOP,Deregistered,"529 Jones Ave, Melbourne",9417,WA,2001-07-02,443576859,
67909396819,Hobart Fisheries Ltd,COOP,Cancelled,"659 Smith St, Perth",9045,NT,2014-06-08,213529812,
53478055729,Sydney Manufacturing Co Ltd,PTY,Active,"824 Taylor Ct, Canberra",2578,SA,2016-08-22,956221882,Sydney Manufacturing Co Trading
51934703752,Adelaide Healthcare Group,IND,Active,"390 Taylor Ct, Sydney",1332,TAS,1994-01-13,991809468,
98216717329,Bendigo Financial Services Group,LTD,Deregistered,"782 Jones Ave, Melbourne",6808,VIC,2012-03-19,635136783,Bendigo Financial Services Trading
44681337763,Hobart Fisheries Corp,PTY,Cancelled,"576 Brown Rd, Melbourne",5953,QLD,2000-10-22,390002729,Hobart Fisheries Trading
34937328317,Tech Solutions Australia Pty Ltd,CORP,Deregistered,"794 Wilson Dr, Adelaide",6071,QLD,2023-07-10,786254240,
94776784761,Newcastle Construction Group,PTY,Cancelled,"586 Brown Rd, Canberra",4947,NT,2004-05-17,532119632,
20126518348,Adelaide Healthcare Group,LTD,Deregistered,"964 Jones Ave, Brisbane",2453,SA,2023-01-24,326383825,
32354119766,Gold Coast Tourism Group,TRUST,Active,"743 Taylor Ct, Brisbane",5788,QLD,2013-03-21,993326584,Gold Coast Tourism Trading
87832306538,Rockhampton Resources Corp,TRUST,Cancelled,"271 Brown Rd, Canberra",5834,WA,1995-01-01,686684275,Rockhampton Resources Trading
57361654062,Hobart Fisheries Corp,PTY,Active,"673 Brown Rd, Melbourne",1216,NSW,2004-09-05,795156854,
85563852559,Melbourne Consulting Group Pty Ltd,PART,Active,"481 Wilson Dr, Melbourne",5473,SA,2016-10-19,259869538,
58216583806,Rockhampton Resources Ltd,CORP,Deregistered,"823 Wilson Dr, Adelaide",5726,QLD,2024-07-23,646252991,
43648761033,Townsville Marine Services Group,LTD,Deregistered,"312 Taylor Ct, Adelaide",2793,TAS,2002-12-09,469054478,
86728236839,Adelaide Healthcare Pty Ltd,LTD,Active,"158 Smith St, Adelaide",6958,QLD,2020-01-12,621373766,
42259493744,Cairns Agriculture Corp,CORP,Cancelled,"270 Smith St, Adelaide",5609,QLD,2004-08-01,694559079,
84777100865,Canberra Education Services Corp,IND,Cancelled,"655 Brown Rd, Canberra",9397,ACT,1997-08-22,635643084,Canberra Education Services Trading
85297939163,Ballarat Mining Ltd,CORP,Active,"313 Jones Ave, Adelaide",4196,NT,2022-12-14,594296012,
89692402108,Perth Mining Services Corp,PTY,Deregistered,"737 Smith St, Brisbane",9665,VIC,2004-05-16,785777793,
71329890540,Cairns Agriculture Pty Ltd,IND,Active,"276 Brown Rd, Sydney",5646,ACT,2000-09-25,211254831,
31447993880,Brisbane Software Systems Corp,PTY,Deregistered,"50 Wilson Dr, Adelaide",5424,VIC,2002-02-04,714649329,
14658832427,Ballarat Mining Ltd,IND,Deregistered,"76 Smith St, Brisbane",4874,VIC,1991-08-17,672640930,Ballarat Mining Trading
12586135629,Sydney Manufacturing Co Group,LTD,Deregistered,"256 Smith St, Melbourne",4782,NT,2016-02-16,406523393,Sydney Manufacturing Co Trading
45689852673,Darwin Transport Co Corp,TRUST,Active,"930 Wilson Dr, Canberra",8132,TAS,1993-10-10,384095896,
63210020994,Perth Mining Services Pty Ltd,LTD,Deregistered,"259 Taylor Ct, Canberra",4635,NT,2007-04-09,259746496,
22864899407,Launceston Timber Ltd,IND,Cancelled,"781 Taylor Ct, Brisbane",2488,NSW,2008-08-18,910798991,
94240028109,Adelaide Healthcare Group,PTY,Active,"930 Wilson Dr, Sydney",1060,WA,2015-09-03,510254006,Adelaide Healthcare Trading
64941847805,Bendigo Financial Services Ltd,TRUST,Active,"40 Brown Rd, Canberra",1067,NT,2018-10-21,619518105,
53464554374,Melbourne Consulting Group Pty Ltd,COOP,Deregistered,"259 Wilson Dr, Melbourne",9868,TAS,1995-09-22,628187897,
75369823477,Gold Coast Tourism Corp,COOP,Deregistered,"477 Smith St, Sydney",8535,TAS,2022-10-05,566275658,
46930792666,Darwin Transport Co Corp,PART,Active,"707 Taylor Ct, Canberra",6755,NT,1998-07-27,712235930,
48288461362,Tech Solutions Australia Corp,CORP,Active,"612 Brown Rd, Brisbane",6356,TAS,2001-07-15,283340134,
89907974854,Geelong Automotive Corp,PTY,Active,"72 Brown Rd, Canberra",1065,NSW,1992-08-19,120831234,
47643118622,Toowoomba Manufacturing Ltd,IND,Active,"475 Wilson Dr, Melbourne",6718,QLD,2012-05-06,934688238,
99607828860,Townsville Marine Services Pty Ltd,COOP,Deregistered,"451 Taylor Ct, Adelaide",4607,SA,2023-08-06,805413555,
61238182766,Melbourne Consulting Group Corp,CORP,Cancelled,"571 Wilson Dr, Canberra",4502,TAS,1992-06-13,213658067,
60705365104,Darwin Transport Co Ltd,PART,Deregistered,"651 Smith St, Sydney",3748,QLD,2014-12-10,270872954,
19793548782,Gold Coast Tourism Corp,IND,Deregistered,"412 Smith St, Melbourne",2036,SA,1999-08-13,294171715,
99297473746,Darwin Transport Co Group,COOP,Deregistered,"853 Taylor Ct, Adelaide",3120,ACT,2022-09-24,774438477,
68783929066,Hobart Fisheries Corp,LTD,Active,"96 Smith St, Perth",6858,NT,2017-05-11,905508165,
31722623922,Melbourne Consulting Group Corp,COOP,Active,"171 Smith St, Brisbane",9803,SA,2020-12-28,535158001,
63994477140,Hobart Fisheries Ltd,LTD,Deregistered,"241 Wilson Dr, Brisbane",9198,ACT,1996-03-24,661368552,
69617783860,Gold Coast Tourism Group,PART,Active,"330 Taylor Ct, Melbourne",8231,QLD,2018-05-14,606956887,Gold Coast Tourism Trading
35400680843,Townsville Marine Services Group,PART,Cancelled,"766 Jones Ave, Adelaide",1831,VIC,2011-10-04,926679336,
14216412935,Canberra Education Services Group,LTD,Active,"694 Smith St, Melbourne",4080,VIC,2019-12-20,969126856,
64261338283,Launceston Timber Group,PTY,Cancelled,"552 Wilson Dr, Sydney",6305,TAS,1992-10-04,626697238,
44638588562,Newcastle Construction Corp,COOP,Cancelled,"301 Brown Rd, Melbourne",6603,ACT,2002-07-20,467721708,
60436929331,Sydney Manufacturing Co Pty Ltd,PART,Cancelled,"410 Smith St, Melbourne",7459,VIC,1992-06-20,703664836,
53156066427,Brisbane Software Systems Corp,CORP,Deregistered,"413 Brown Rd, Brisbane",7060,SA,1999-09-18,392139918,
13411349465,Adelaide Healthcare Ltd,TRUST,Active,"923 Wilson Dr, Canberra",6636,SA,1991-06-08,979835028,Adelaide Healthcare Trading
66987249655,Perth Mining Services Corp,PTY,Active,"50 Taylor Ct, Adelaide",5040,QLD,2024-11-26,973277337,
47784635805,Canberra Education Services Pty Ltd,PTY,Deregistered,"540 Brown Rd, Adelaide",9777,VIC,2010-08-10,665057176,
90734181860,Bendigo Financial Services Pty Ltd,TRUST,Active,"961 Brown Rd, Perth",1960,SA,2010-04-06,355381176,
23899313179,Brisbane Software Systems Pty Ltd,LTD,Deregistered,"796 Smith St, Adelaide",1980,NT,1995-01-28,210528457,
52684420484,Newcastle Construction Ltd,PART,Cancelled,"966 Jones Ave, Canberra",3535,QLD,2001-07-09,345561950,Newcastle Construction Trading
41197668153,Newcastle Construction Group,CORP,Cancelled,"726 Smith St, Sydney",4652,WA,2015-04-06,719253638,Newcastle Construction Trading
73442531658,Townsville Marine Services Pty Ltd,TRUST,Deregistered,"219 Taylor Ct, Perth",1954,NSW,2000-01-27,999131446,
49449639418,Adelaide Healthcare Corp,PART,Active,"908 Brown Rd, Adelaide",2542,SA,2002-01-08,461207707,
94307109537,Canberra Education Services Pty Ltd,LTD,Cancelled,"932 Smith St, Canberra",6017,VIC,2004-05-01,689532087,Canberra Education Services Trading
74829012557,Melbourne Consulting Group Group,IND,Deregistered,"25 Jones Ave, Sydney",6739,SA,2009-06-26,449812558,
14894065370,Hobart Fisheries Corp,TRUST,Active,"554 Wilson Dr, Sydney",7554,WA,2012-03-27,184954910,
27256081904,Toowoomba Manufacturing Ltd,IND,Cancelled,"242 Wilson Dr, Brisbane",5838,NSW,2023-08-27,332063157,Toowoomba Manufacturing Trading
23115970393,Toowoomba Manufacturing Corp,PART,Active,"320 Jones Ave, Brisbane",1795,QLD,2017-07-04,685781969,
51986761853,Canberra Education Services Ltd,CORP,Cancelled,"394 Jones Ave, Adelaide",5352,VIC,2020-09-12,489904755,Canberra Education Services Trading
38700314601,Perth Mining Services Ltd,IND,Cancelled,"977 Jones Ave, Melbourne",6327,SA,1995-07-05,722141669,
82660772228,Cairns Agriculture Pty Ltd,TRUST,Cancelled,"389 Smith St, Brisbane",6661,QLD,2024-06-18,154714266,Cairns Agriculture Trading
83965824828,Darwin Transport Co Group,TRUST,Active,"496 Jones Ave, Melbourne",5042,TAS,2023-04-13,167720128,
73274121924,Bendigo Financial Services Pty Ltd,PTY,Cancelled,"647 Wilson Dr, Perth",4460,QLD,2018-06-08,108342971,
49502535875,Wollongong Steel Works Ltd,COOP,Cancelled,"113 Taylor Ct, Sydney",9159,VIC,2003-06-03,104014371,
71599809002,Ballarat Mining Ltd,COOP,Active,"874 Taylor Ct, Brisbane",2328,ACT,2017-04-17,613461360,
93908792776,Tech Solutions Australia Corp,COOP,Cancelled,"735 Taylor Ct, Melbourne",9797,WA,2002-02-28,364180817,
21406289389,Toowoomba Manufacturing Pty Ltd,LTD,Deregistered,"772 Jones Ave, Canberra",1932,QLD,2012-09-14,451095026,
16108040479,Launceston Timber Group,IND,Active,"678 Smith St, Melbourne",8570,VIC,2021-06-28,116016923,
52447348643,Townsville Marine Services Group,IND,Deregistered,"477 Smith St, Sydney",6179,NT,2022-12-21,370083876,
69577757552,Newcastle Construction Pty Ltd,PART,Cancelled,"724 Jones Ave, Adelaide",4152,NSW,1992-05-16,721724916,
31183482336,Tech Solutions Australia Ltd,COOP,Deregistered,"323 Jones Ave, Brisbane",8301,QLD,2021-05-15,945920389,Tech Solutions Australia Trading
22943657177,Tech Solutions Australia Pty Ltd,IND,Cancelled,"426 Smith St, Melbourne",7758,QLD,2016-03-23,192856368,
65599796449,Darwin Transport Co Ltd,TRUST,Cancelled,"352 Jones Ave, Sydney",3875,ACT,2024-07-27,931332931,Darwin Transport Co Trading
86226897468,Perth Mining Services Ltd,CORP,Deregistered,"648 Taylor Ct, Adelaide",3218,VIC,2010-12-13,541066129,Perth Mining Services Trading
80125397655,Launceston Timber Group,PTY,Cancelled,"44 Brown Rd, Brisbane",4315,NSW,1995-01-10,419391588,
61837273580,Adelaide Healthcare Pty Ltd,TRUST,Deregistered,"598 Taylor Ct, Canberra",2688,WA,1997-11-01,327138816,
89276095156,Brisbane Software Systems Ltd,TRUST,Cancelled,"874 Jones Ave, Perth",1964,WA,1998-06-24,501867435,
67665526116,Ballarat Mining Ltd,IND,Cancelled,"483 Wilson Dr, Sydney",5321,VIC,2017-07-23,914183724,
39783254423,Tech Solutions Australia Corp,CORP,Active,"291 Wilson Dr, Perth",5914,NSW,1999-09-02,328885394,
72830339774,Bendigo Financial Services Corp,PART,Deregistered,"692 Jones Ave, Brisbane",7629,ACT,2007-06-13,767985413,
78126798633,Darwin Transport Co Group,LTD,Cancelled,"135 Jones Ave, Sydney",6565,VIC,2021-03-12,245595569,
86530297531,Darwin Transport Co Pty Ltd,TRUST,Deregistered,"383 Taylor Ct, Sydney",2795,SA,2024-02-06,191776138,
59686491892,Adelaide Healthcare Group,IND,Deregistered,"652 Jones Ave, Sydney",1015,ACT,1994-07-25,265079743,Adelaide Healthcare Trading
48837521707,Townsville Marine Services Pty Ltd,LTD,Cancelled,"544 Jones Ave, Melbourne",5450,NT,1992-10-28,256841613,Townsville Marine Services Trading
24191456052,Perth Mining Services Corp,COOP,Deregistered,"127 Wilson Dr, Canberra",3684,TAS,1999-10-10,958864067,Perth Mining Services Trading
89820788801,Cairns Agriculture Pty Ltd,PTY,Deregistered,"972 Taylor Ct, Melbourne",8409,ACT,2018-12-03,955721048,
46434975129,Newcastle Construction Ltd,LTD,Cancelled,"34 Smith St, Adelaide",3919,SA,2016-11-05,763188630,
89807195436,Brisbane Software Systems Pty Ltd,TRUST,Active,"190 Jones Ave, Melbourne",9628,ACT,2006-10-16,921939897,
76365809359,Gold Coast Tourism Group,CORP,Cancelled,"393 Brown Rd, Brisbane",3448,SA,2015-07-10,785431752,
81592183429,Rockhampton Resources Corp,PART,Deregistered,"277 Wilson Dr, Adelaide",5034,NSW,2015-05-01,314802182,Rockhampton Resources Trading
93172138127,Townsville Marine Services Pty Ltd,COOP,Cancelled,"404 Smith St, Sydney",5517,VIC,2003-10-05,664349292,Townsville Marine Services Trading
74632534863,Hobart Fisheries Ltd,TRUST,Deregistered,"404 Brown Rd, Adelaide",1694,NT,2006-04-15,188534099,
76789212313,Rockhampton Resources Pty Ltd,LTD,Cancelled,"121 Jones Ave, Sydney",8672,ACT,2003-11-09,986066498,
64979162617,Perth Mining Services Group,TRUST,Active,"130 Jones Ave, Sydney",3367,NT,1996-08-18,972323772,
39639186293,Melbourne Consulting Group Pty Ltd,CORP,Active,"663 Smith St, Brisbane",6901,NT,2003-12-11,625366882,Melbourne Consulting Group Trading
61923519501,Toowoomba Manufacturing Pty Ltd,LTD,Deregistered,"210 Wilson Dr, Melbourne",4000,NT,2009-11-19,236426212,
31217281698,Geelong Automotive Pty Ltd,COOP,Cancelled,"865 Wilson Dr, Canberra",9943,WA,2018-05-16,873120531,Geelong Automotive Trading
86827584613,Townsville Marine Services Pty Ltd,LTD,Cancelled,"231 Jones Ave, Perth",8435,SA,2011-04-10,623608040,Townsville Marine Services Trading
38907553148,Rockhampton Resources Group,IND,Deregistered,"110 Smith St, Brisbane",7185,SA,1992-03-08,587981229,Rockhampton Resources Trading
21660151572,Newcastle Construction Group,COOP,Cancelled,"826 Brown Rd, Perth",6595,NT,1992-03-06,686010976,
25742247013,Launceston Timber Pty Ltd,CORP,Cancelled,"562 Smith St, Adelaide",8853,NSW,1997-02-02,443104261,Launceston Timber Trading
98381569194,Ballarat Mining Group,COOP,Cancelled,"628 Brown Rd, Perth",4713,WA,2003-12-07,476411477,
22586372721,Geelong Automotive Ltd,PTY,Active,"575 Jones Ave, Canberra",7295,TAS,1990-05-25,792377917,
19713530029,Hobart Fisheries Corp,IND,Active,"343 Smith St, Perth",7882,WA,2001-12-27,769503321,
51474752875,Perth Mining Services Ltd,IND,Cancelled,"689 Wilson Dr, Sydney",5166,QLD,2014-07-19,245004671,
67461880273,Rockhampton Resources Ltd,COOP,Deregistered,"99 Smith St, Sydney",9240,TAS,2010-07-01,923454826,Rockhampton Resources Trading
45157932137,Canberra Education Services Ltd,CORP,Deregistered,"322 Smith St, Perth",9817,TAS,2002-08-15,971173777,
47672248803,Darwin Transport Co Ltd,COOP,Deregistered,"672 Smith St, Canberra",3574,SA,2006-10-23,954626646,Darwin Transport Co Trading
87979710121,Brisbane Software Systems Pty Ltd,CORP,Cancelled,"139 Jones Ave, Sydney",5408,ACT,1994-08-18,642707714,
55353541996,Launceston Timber Corp,IND,Cancelled,"352 Wilson Dr, Brisbane",4559,NT,2002-01-18,725889844,
89402072993,Sydney Manufacturing Co Pty Ltd,PART,Deregistered,"806 Smith St, Adelaide",1158,NT,2001-10-26,639726590,Sydney Manufacturing Co Trading
37790856332,Gold Coast Tourism Pty Ltd,PTY,Active,"328 Taylor Ct, Melbourne",6554,NT,2007-04-07,866527200,
96527944384,Darwin Transport Co Group,PTY,Cancelled,"631 Brown Rd, Sydney",7454,TAS,2009-08-07,499410796,
21357111944,Cairns Agriculture Ltd,COOP,Deregistered,"691 Wilson Dr, Adelaide",8718,NSW,2009-09-07,555060841,
35145127423,Adelaide Healthcare Corp,LTD,Cancelled,"795 Jones Ave, Melbourne",9881,NT,1991-01-23,374108730,
41721813484,Cairns Agriculture Pty Ltd,PART,Active,"454 Taylor Ct, Brisbane",8605,NSW,2009-09-21,833701922,
38261854974,Wollongong Steel Works Corp,COOP,Active,"309 Wilson Dr, Melbourne",1233,VIC,2014-02-24,797905553,
46637357379,Bendigo Financial Services Group,TRUST,Cancelled,"597 Brown Rd, Canberra",5425,VIC,1995-03-03,477337313,
47298643402,Toowoomba Manufacturing Group,LTD,Active,"506 Jones Ave, Brisbane",1117,WA,1998-04-08,933665806,
35150658982,Tech Solutions Australia Group,COOP,Active,"369 Wilson Dr, Adelaide",3547,NSW,1992-12-22,794966671,
82695722827,Brisbane Software Systems Corp,IND,Active,"297 Smith St, Melbourne",9178,NSW,1995-10-09,938257335,
30598998624,Wollongong Steel Works Group,TRUST,Active,"293 Taylor Ct, Sydney",6596,NT,2009-09-18,681907529,
69684677053,Sydney Manufacturing Co Group,IND,Active,"295 Wilson Dr, Melbourne",9719,SA,2009-09-21,965148011,
25355635965,Geelong Automotive Group,PART,Cancelled,"807 Jones Ave, Perth",2923,TAS,2019-02-15,778183239,
28294923240,Hobart Fisheries Ltd,PART,Cancelled,"727 Wilson Dr, Adelaide",7184,NT,1997-02-27,216695300,
10339163625,Townsville Marine Services Corp,TRUST,Cancelled,"908 Brown Rd, Canberra",9834,QLD,2022-02-12,555834524,Townsville Marine Services Trading
85726073124,Hobart Fisheries Pty Ltd,LTD,Active,"194 Jones Ave, Canberra",3235,SA,2002-06-22,836052588,
97890602772,Hobart Fisheries Pty Ltd,IND,Active,"774 Smith St, Melbourne",6111,TAS,2002-09-08,134523625,
